"nid","title","body","body_format","body_summary","sinopsis","image_fid","archivo_fid"
"1331","Gestionan ciclovía que conecten el Periférico y la Calzada Independencia con el CUAAD","NULL","NULL","NULL","Inseguro el trayecto al CUAAD para usuarios de bicicletas","3371","NULL"
"1331","Gestionan ciclovía que conecten el Periférico y la Calzada Independencia con el CUAAD","NULL","NULL","NULL","Inseguro el trayecto al CUAAD para usuarios de bicicletas","3372","NULL"
"1332","Impulsan Arte digital en Guadalajara","NULL","NULL","NULL","El tema fue abordado en las charlas de Campus Night, parte del proyecto Campus Party, que tuvo lugar ayer lunes en el Teatro Diana","3373","NULL"
"1333","Primordial la conservación de bienes muebles e inmuebles","NULL","NULL","NULL","Hoy concluye II Coloquio de invierno de la Red de Políticas Públicas de la UdeG, con el tema “Jalisco: problemas y capacidades de respuesta”","3377","NULL"
"1335","Realizan alumnos del CUAAD escultura urbana en el Bosque de Los Colomos","NULL","NULL","NULL","En el marco de la Tercera Semana de la Escultura","3392","NULL"
"1339","Estudiantes de la Universidad de Montreal realizan estancia académica en CUAAD","NULL","NULL","NULL"," Presentarán avances en investigaciones en desarrollo y diseño urbano en ZMG","3415","NULL"
"1342","Este año habrá mayor inversión para infraestructura en el CUAAD","NULL","NULL","NULL","El campus fue reconocido como un caso de éxito en la implementación de aulas con tecnología de vanguardia","3440","NULL"
"1344","Exhibe Carmen Sigala parte de su obra en CUAAD","NULL","NULL","NULL","NULL","3455","NULL"
"1346","Presentan libro “Familia y estado. Visiones desde el cine mexicano”","NULL","NULL","NULL","El texto permite al lector indagar, de manera clara y sencilla, en las estructuras íntimas de la sociedad mexicana","3468","NULL"
"1351"," Distinguen a estudiantes del CUAAD en concurso de embalaje a nivel mundial.","NULL","NULL","NULL","Desarrollan una bolsa sustentable que permite el transporte de mariscos y disminuye el desperdicio de alimentos.","3502","NULL"
"1353","Preparan Piloto de industrias creativas para Universidad Digital de Jalisco","NULL","NULL","NULL","Sesiona en CUAAD el Comité Técnico ","3510","NULL"
"1356","Edificaciones afectan depósitos de agua subterránea en ZMG","NULL","NULL","NULL","Hace falta monitorear de manera constante el agua","3521","NULL"
"1358","Celebra CUAAD Día Mundial de la Actividad Física","NULL","NULL","NULL","Con macroclase administrativos y alumnos realizan 30 minutos de ejercicio","3537","NULL"
"1360","Inicia sexto festival “Colores del mundo” en el CUAAD","NULL","NULL","NULL","Siete conferencias, un taller y más de 50 artistas participan en la Semana de la Interculturalidad","3543","NULL"
"1362","Reconocen como Posgrado Nacional de Calidad a la Maestría en Ciencias de la Arquitectura ","NULL","NULL","NULL"," Con este reconocimiento CUAAD tiene seis posgrados en CONACYT.","3554","NULL"
"1364","Diseño gráfico, único programa del CUAAD con reconocimiento del CENEVAL","NULL","NULL","NULL","Esta licenciatura celebra 25 años con actividades académicas","3572","NULL"
"1366","Visita Coordinador de Tecnologías de Información de la UP Campus Guadalajara instalaciones del CUAAD","NULL","NULL","NULL","NULL","3579","NULL"
"1368","Reconocido diseñador de alta costura en CUAAD","NULL","NULL","NULL","NULL","3590","NULL"
"1370","Egresados del CUAAD ganan Festival Nacional de Cortometraje","NULL","NULL","NULL","  “El peor crimen” obtuvo el premio a “Mejor cortometraje de ficción nacional” en el Festival Kinoki 2016, que organiza la Universidad Iberoamericana","3604","NULL"
"1372","Cumple 39 años la licenciatura de diseño en interiores y ambientación del CUAAD","NULL","NULL","NULL","La constante mejora de su programa educativo ha garantizado profesionistas de alto nivel","3610","NULL"
"1375"," La ZMG podría enfrentar carencia de agua limpia para la población","NULL","NULL","NULL"," Investigador de la UdeG encabeza un recorrido para verificar el estado de recursos hídricos de la subcuenca San Juan de Dios","3646","NULL"
"1377","CUAAD crecerá en infraestructura tecnológica e incluyente","NULL","NULL","NULL"," Rinde protesta Rector del CUAAD para el periodo 2016-2019","3652","NULL"
"1379","El artista plástico Yuri Zatarain imparte conferencia en CUAAD","NULL","NULL","NULL","NULL","3663","NULL"
"1382","Desarrollan sistema de protección para disminuir pérdidas en comercialización de alimentos perecederos.","NULL","NULL","NULL"," El proyecto es una de las tesis de la Maestría en Diseño y Desarrollo de Nuevos Productos del CUAAD","3677","NULL"
"1386","Imparten en CUAAD conferencia sobre eficiencia energética en la arquitectura","NULL","NULL","NULL","Las edificaciones verticales son los modelos que deben prevalecer en las ciudades: señala experto","3693","NULL"
"1388","Listo el Festival cultural Etzatlán 2016","NULL","NULL","NULL","Sus actividades promueven una mayor identidad y cohesión social en la región","3700","NULL"
"1390","Destacan alumnos de UdeG en Encuentro Nacional de Arte Joven","NULL","NULL","NULL"," Propuestas de artistas plásticos del CUAAD recibieron una Mención Honorifica y dos obras fueron seleccionadas para exposición.","3708","NULL"
"1393","Exponen alumnos del CUAAD trabajos que buscan resolver problemas urbanos","NULL","NULL","NULL","Presentan 100 trabajos finales como parte de los talleres de Composición y Tesis de Arquitectura del ciclo 2016-A","3747","NULL"
"1395","Presentan propuestas arquitectónicas para el municipio de Chapala","NULL","NULL","NULL","Alumnos del CUAAD exhibieron 100 proyectos de arquitectura sustentable y equipamiento urbano.","3763","NULL"
"1397","Diseñan alumnos del CUAAD Pabellón Paramétrico","NULL","NULL","NULL","Participaron 30 alumnos de arquitectura durante cuatro días.","3786","NULL"
"1399","Proponen remodelar equipamiento urbano de centros comunitarios de Guadalajara.","NULL","NULL","NULL","Alumnos realizan estudios en tres centros comunitarios y una zona barrial","3794","NULL"
"1401","Estudiantes del CUAAD generan nuevas patentes para la UdeG","NULL","NULL","NULL","Ocho nuevos maestros en Diseño y Desarrollo de Nuevos Productos, elaboraron prototipos de patentes que serán registrados ante el IMPI","3802","NULL"
"1403","Donan alumnos del CUAAD mobiliario a albergue para niños sin hogar","NULL","NULL","NULL","19 Alumnos de Diseño Industrial participaron en el diseño.","3807","NULL"
"1406","Reciben nombramiento Jefes de Departamento del CUAAD","NULL","NULL","NULL","NULL","3829","NULL"
"1408","Presentan seis producciones audiovisuales del CUAAD","NULL","NULL","NULL","Un documental y cinco cortometrajes de ficción; de éstos, tres son proyectos de tesis","3875","NULL"
"1410","Impulsa UdeG a músicos de la orquesta de cámara “Higinio Ruvalcaba”","NULL","NULL","NULL","La agrupación se prepara para cerrar el año con presentaciones en el paraninfo Enrique Díaz de León, Ajijic y la Ciudad de México","3885","NULL"
"1412","Financiamiento, principal problema de infraestructura del agua","NULL","NULL","NULL","Especialistas de Reino Unido exponen sobre el tema en el CUAAD","3892","NULL"
"1414","Se fortalece campaña de donación elaborada por alumnos del CUAAD","NULL","NULL","NULL","Se suma el Colegio de Ingenieros Civiles del Estado de Jalisco A. C.","3905","NULL"
"1418","Realizan estudio sobre daños en Templo de Hostotipaquillo","NULL","NULL","NULL","El resultado fue presentado a autoridades del municipio.","3913","NULL"
"1420","Estudiantes del CUAAD ganan concurso de ONU-Hábitat","NULL","NULL","NULL","Obtienen el 4to lugar de entre 140 proyectos de otras universidades del mundo","3927","NULL"
"1423","Entregan proyecto para reactivar turismo en Aquila, Michoacán","NULL","NULL","NULL","  Participaron once alumnos de la Licenciatura en Arquitectura","3953","NULL"
"1425","Se instala Junta Académica de la Maestría en Ergonomía","NULL","NULL","NULL","Estará en funciones hasta el 4 de julio del 2019","3971","NULL"
"1427","""México con tus ojos” sensibiliza sobre la inclusión","NULL","NULL","NULL","Es la primera vez que estudiantes de la UdeG ponen en escena una obra para ciegos y no ciegos","3990","NULL"
"1429","Universidades tienen rol fundamental en la educación para el desarrollo sostenible","NULL","NULL","NULL","  En el marco del Profocad, el CUAAD es sede de taller sobre este tema","4001","NULL"
"1431","Capacitan a tejedores purépechas en el CUAAD","NULL","NULL","NULL","Clausuran el taller “Diseño, realización y elaboración para mejoramiento de prendas tradicionales”, en la UACI","4008","NULL"
"1433","Entregan galardón “Colibrí” a profesores del CUAAD y a Salvemos Temaca, AC","NULL","NULL","NULL"," Por primera vez, los organizadores incluyen la categoría Organización social","4024","NULL"
"1435","CUAAD será una de las sedes del Jalisco Jazz Festival 2016","NULL","NULL","NULL"," Se realizará del 28 de Julio al 7 de Agosto","4041","NULL"
"1436","Usar el sol a nuestro favor","NULL","NULL","NULL","Se actualizan profesores en Sistemas Fotovoltaicos","4054","NULL"
"1438","Alumno de Arquitectura ganador del reto Ciudapp de Campus Party","NULL","NULL","NULL","NULL","4063","NULL"
"1440","Entregan nuevos planes de estudio a Escuelas Incorporadas","NULL","NULL","NULL","NULL","4066","NULL"
"1442","Egresados del CUAAD proponen Centro Educativo y de Investigación del Medio Ambiente para Villas Panamericanas","NULL","NULL","NULL","Su proyecto recibió Mención Honorifica en el Reto Zapopan de Campus Party","4074","NULL"
"1444","Alumnos del programa Delfín realizan estudio antropométrico","NULL","NULL","NULL","NULL","4084","NULL"
"1446","CUAAD alista campaña de señalización vial","NULL","NULL","NULL","El correcto uso de la señalética podría prevenir accidentes y reducir la contaminación","4106","NULL"
"1447","Diseñarán 80 viviendas sustentables en Mascota tras los daños del huracán “Patricia”","NULL","NULL","NULL","Tendrán ecotecnologías y se adaptarán tanto al clima como a las necesidades de los habitantes","4107","NULL"
"1454","Egresada del CUAAD gana Concurso Nacional Innovación del Espacio Público","NULL","NULL","NULL","Obtuvo el primer lugar en la categoría Accesibilidad Universal","4182","NULL"
"1455","Expertos chilenos exponen sobre ergonomía en el CUAAD","NULL","NULL","NULL"," Explican la importancia del diseño ergonómico para mejorar la calidad de vida laboral","4186","NULL"
"1457","Invitan a jóvenes a proponer ideas de impacto social","NULL","NULL","NULL","El desafío Ideas de Impacto se socializó con alumnos de CUAAD","4195","NULL"
"1459","Presentan proyecto para renovar fachadas en Tonalá","NULL","NULL","NULL"," El proyecto “Construyendo tu imagen” fue desarrollado por alumnos del CUAAD","4211","NULL"
"1461","Anuncian Segunda Semana de la Fotografía en el CUAAD","NULL","NULL","NULL","Participarán Pedro Meyer, Pedro Valtierra, Juan Carlos Valdez, Pablo Ortiz Monasterio, Adrián Bodek Stavenhagen, Gilberto Chen y Alberto Gómez Barbosa","4229","NULL"
"1464","Plantean 8 posibilidades para apropiarse de espacios públicos","NULL","NULL","NULL","El proyecto de alumnos del CUAAD obtiene Mención Honorifica en concurso de SEDATU","4262","NULL"
"1466","Anuncian reformas a licenciatura en fotografía","NULL","NULL","NULL","Inauguran Semana de la Fotografía en el CUAAD","4284","NULL"
"1468","Países Latinoamericanos los más felices","NULL","NULL","NULL","Imparte la doctora Carolina Escobar Tello la conferencia Diseño para la Felicidad","4303","NULL"
"1473","Reacreditan programas de Licenciatura del CUAAD","NULL","NULL","NULL","NULL","4337","NULL"
"1476","Llaman expertos a generar un modelo de “ciudad caminable”","NULL","NULL","NULL"," Anuncian el Seminario Internacional “El derecho a la ciudad: contexto e imaginario de América Latina”","4359","NULL"
"1478","Invitan a jóvenes diseñadores a emprender","NULL","NULL","NULL","Inauguran las Jornadas de emprendimiento “emprender para crecer”","4371","NULL"
"1480","Harán propuestas para rescatar y aprovechar el Lago de Chapala","NULL","NULL","NULL","Realizan II edición del Taller Internacional de Planeación y Diseño Urbano","4383","NULL"
"1482","Inicia en CUAAD Seminario Internacional sobre el derecho a la ciudad","NULL","NULL","NULL","Las conclusiones del seminario se presentarán en ONU-Hábitat III a efectuarse el siguiente mes en Ecuador","4399","NULL"
"1485","Con obra plástica celebran Día mundial sin auto","NULL","NULL","NULL","Participan 19 alumnos y tres profesores del CUAAD","4419","NULL"
"1489","UdeG reúne a gestores culturales en foro sobre asociatividad","NULL","NULL","NULL","Participaron especialistas de Oaxaca, Aguascalientes y la Ciudad de México, así como gestores de Chile, España y Argentina","4435","NULL"
"1491","Ordenamiento territorial de Guadalajara es ineficiente","NULL","NULL","NULL","Concluye seminario sobre el derecho a la ciudad en el CUAAD","4443","NULL"
"1493","Exhibe CUAAD obra fotográfica en Chapala","NULL","NULL","NULL","Se podrá visitar hasta el 2 de octubre en la Casa de la Cultura.","4467","NULL"
"1495","“Lotería 43: metáfora de una búsqueda”, esfuerzo colectivo en honor de los normalistas de Ayotzinapa","NULL","NULL","NULL","Más de 100 personas participaron con pinturas y textos plasmados en 67 cartas de este popular juego mexicano","4468","NULL"
"1497","Localidades de Puerto Vallarta entre la miseria y la opulencia","NULL","NULL","NULL"," El Coecytjal publicará investigación de UdeG que relata las condiciones de vida en la zona turística de Costa alegre","4481","NULL"
"1498","Urgente hacer frente a la urbanización en México","NULL","NULL","NULL","Inicia XIII Semana del Urbanismo y Medio Ambiente en el CUAAD","4483","NULL"
